70436,22,0.164352,0.000000,12
98412,23,0.230671,0.000000,15
11718,17,0.024956,0.000000,13
134664,25,0.325020,0.000000,17
5209,16,0.010878,0.000000,10
59830,22,0.136655,0.000000,12
71614,22,0.176916,0.000000,14
42704,21,0.094514,0.000000,11
10486,17,0.022748,0.000000,7
55230,21,0.126869,0.000000,13
86288,23,0.199813,0.000000,15
87902,23,0.201050,0.000000,11
24271,19,0.054292,0.000000,13
67445,22,0.162839,0.000000,14
21294,19,0.048049,0.000000,13
67976,22,0.156030,0.000000,10
30932,20,0.069314,0.000000,10
51926,21,0.122395,0.000000,19
74010,22,0.193353,0.000000,18
57200,22,0.126926,0.000000,16
6175,16,0.013130,0.000000,14
4890,16,0.010561,0.000000,10
128087,25,0.298735,0.000000,15
59140,22,0.132086,0.000000,14
86044,23,0.198589,0.000000,13
124428,25,0.284221,0.000000,15
55828,21,0.130141,0.000000,15
1904,13,0.004039,0.000000,7
89286,23,0.205862,0.000000,13
96167,24,0.216313,0.000000,16
108997,24,0.249110,0.000000,14
6800,16,0.015106,0.000000,12
12237,18,0.025565,0.000000,16
91221,23,0.207749,0.000000,13
146642,26,0.332966,0.000000,14
166169,27,0.393406,0.000000,17
61999,22,0.137459,0.000000,14
149038,26,0.343463,0.000000,14
66394,22,0.151534,0.000000,12
134964,25,0.307074,0.000000,13
3528,14,0.008124,0.000000,8
141058,25,0.319124,0.000000,19
51334,21,0.117084,0.000000,11
147235,26,0.333527,0.000000,16
96629,24,0.214107,0.000000,14
117820,24,0.265956,0.000000,20
12721,18,0.026494,0.000000,14
82402,23,0.182143,0.000000,15
55950,21,0.127405,0.000000,11
170358,28,0.401459,0.000000,16
41346,20,0.092656,0.000000,12
163708,27,0.380170,0.000000,15
25948,19,0.056220,0.000000,11
146431,26,0.337961,0.000000,16
16644,18,0.035277,0.000000,12
113398,24,0.262802,0.000000,16
12763,18,0.027242,0.000000,8
102477,24,0.238711,0.000000,12
91593,23,0.213172,0.000000,17
116022,24,0.273717,0.000000,16
170975,27,0.406431,0.000000,19
132375,25,0.308521,0.000000,13
43631,21,0.098013,0.000000,15
61343,22,0.139283,0.000000,18
173107,28,0.407677,0.000000,14
37323,20,0.083731,0.000000,16
166627,27,0.413731,0.000000,17
165544,27,0.385653,0.000000,15
136365,25,0.311992,0.000000,19
101428,24,0.270201,0.000000,10
99337,24,0.222509,0.000000,16
69657,22,0.157771,0.000000,16
169153,27,0.402423,0.000000,15
146614,26,0.329219,0.000000,18
136769,25,0.316830,0.000000,11
144168,26,0.326493,0.000000,20
32178,20,0.074380,0.000000,14
149505,26,0.338038,0.000000,16
6810,16,0.014803,0.000000,10
165286,27,0.380203,0.000000,17
20088,19,0.042861,0.000000,11
134133,25,0.301334,0.000000,21
3471,15,0.007114,0.000000,11
9452,17,0.020617,0.000000,13
4001,15,0.008619,0.000000,7
134421,25,0.310449,0.000000,17
10951,17,0.023265,0.000000,11
165164,27,0.393350,0.000000,17
32194,20,0.071009,0.000000,8
37083,20,0.084575,0.000000,12
163614,27,0.383156,0.000000,21
145000,26,0.334035,0.000000,18
68791,22,0.156999,0.000000,12
69185,22,0.162198,0.000000,14
66051,22,0.153977,0.000000,12
25603,19,0.056972,0.000000,17
30499,20,0.068173,0.000000,8
45472,21,0.102338,0.000000,9
106698,24,0.248634,0.000000,14
130566,25,0.301547,0.000000,13
