2631,22,0.004857,9.777477,12
3276,23,0.005939,10.597512,15
145,17,0.000272,9.975510,13
2720,25,0.005419,11.780205,17
165,16,0.000448,7.127660,10
1734,22,0.003337,9.244521,12
1741,22,0.003159,10.436064,14
439,21,0.000836,10.749660,11
464,17,0.000880,7.580686,7
611,21,0.001115,11.500000,13
724,23,0.001482,11.721380,15
1659,23,0.003019,10.909386,11
372,19,0.000676,9.068800,13
1420,22,0.002609,9.657540,14
465,19,0.000861,8.206289,13
2130,22,0.004059,9.634912,10
794,20,0.001593,9.228656,10
71,21,0.000132,12.918182,19
456,22,0.000965,11.539919,18
368,22,0.000680,10.902801,16
27,16,0.000058,9.534884,14
76,16,0.000160,8.552000,10
2805,25,0.005176,11.127852,15
805,22,0.001499,10.209165,14
1666,23,0.003161,10.284585,13
2470,25,0.004478,10.344306,15
1294,21,0.002800,9.681671,15
100,13,0.000205,6.927778,7
1609,23,0.002945,11.261372,13
225,24,0.000408,13.997214,16
1820,24,0.003321,11.522174,14
129,16,0.000242,9.470046,12
37,18,0.000089,10.150000,16
1500,23,0.002751,10.929143,13
4075,26,0.007525,11.365596,14
5873,27,0.010583,12.113041,17
487,22,0.000875,11.712329,14
5296,26,0.010034,11.095862,14
2349,22,0.004475,9.770342,12
5296,25,0.009917,10.857467,13
125,14,0.000238,7.921296,8
3436,25,0.006348,11.444859,19
1193,21,0.002359,9.670647,11
9239,26,0.017230,10.244306,16
2256,24,0.004161,10.433713,14
626,24,0.001101,13.150398,20
92,18,0.000184,10.092715,14
1145,23,0.002048,11.040827,15
1201,21,0.002216,10.724926,11
5557,28,0.010043,12.401030,16
730,20,0.001368,9.970346,12
9355,27,0.017210,10.635221,15
661,19,0.001235,8.784629,11
2195,26,0.003981,12.090733,16
257,18,0.000484,9.300000,12
2440,24,0.004624,10.667732,16
339,18,0.000636,8.485320,8
2316,24,0.004223,10.875812,12
272,23,0.000492,13.201389,17
3401,24,0.006190,10.829027,16
9544,27,0.017253,11.501403,19
8845,25,0.016471,9.669361,13
360,21,0.000662,10.364094,15
103,22,0.000191,13.370370,18
11359,28,0.020586,11.551013,14
406,20,0.000755,9.677515,16
8302,27,0.015128,11.225382,17
6762,27,0.012980,11.858462,15
2421,25,0.004420,11.359134,19
3944,24,0.007250,9.623635,10
899,24,0.001615,11.513861,16
868,22,0.001575,10.500691,16
14476,27,0.026373,10.902725,15
3141,26,0.005687,11.722717,18
8979,25,0.016463,9.914916,11
1631,26,0.003027,11.599096,20
413,20,0.000763,9.500000,14
8936,26,0.016330,10.442664,16
166,16,0.000330,8.806228,10
7986,27,0.014586,11.353676,17
490,19,0.000894,8.288136,11
324,25,0.000566,14.157058,21
56,15,0.000119,7.978022,11
83,17,0.000168,9.729927,13
186,15,0.000347,7.258675,7
2713,25,0.004920,11.474261,17
206,17,0.000386,9.255682,11
5691,27,0.010301,11.795375,17
1408,20,0.002592,8.118537,8
573,20,0.001059,9.430353,12
2764,27,0.005028,11.327991,21
2791,26,0.005074,10.974582,18
2006,22,0.003698,9.715261,12
1238,22,0.002262,10.961688,14
1016,22,0.001871,10.975783,12
244,19,0.000457,9.918317,17
722,20,0.001325,9.397551,8
2213,21,0.004105,8.091030,9
2265,24,0.004177,11.276845,14
3613,25,0.006630,10.675676,13
