835,22,0.001774,9.082437,12
1024,23,0.002079,10.066706,15
72,17,0.000173,9.150794,13
953,25,0.001982,11.678322,17
91,16,0.000214,6.725610,10
652,22,0.001327,9.371818,12
350,22,0.000752,10.439523,14
612,21,0.001289,9.811357,11
232,17,0.000521,7.862500,7
177,21,0.000376,10.827119,13
511,23,0.001064,9.976553,15
1037,23,0.002121,10.386350,11
197,19,0.000476,8.389381,13
697,22,0.001469,9.280956,14
239,19,0.000533,7.905707,13
1622,22,0.003379,9.725907,10
315,20,0.000692,8.873394,10
30,21,0.000094,10.326923,19
373,22,0.000783,10.561798,18
550,22,0.001175,10.553030,16
34,16,0.000092,8.229508,14
118,16,0.000261,8.475490,10
1449,25,0.003016,10.864540,15
873,22,0.001873,10.083902,14
808,23,0.001717,9.784357,13
1167,25,0.002461,10.505647,15
308,21,0.000657,9.424762,15
41,13,0.000103,6.080000,7
533,23,0.001134,11.037079,13
346,24,0.000745,11.500000,16
929,24,0.001976,10.288535,14
117,16,0.000261,8.699507,12
26,18,0.000068,9.020833,16
666,23,0.001403,10.135993,13
1734,26,0.004217,10.785144,14
1824,27,0.003792,12.141566,17
231,22,0.000493,11.418182,14
1807,26,0.004067,10.707728,14
655,22,0.001384,9.455455,12
2298,25,0.004822,10.224357,13
76,14,0.000178,7.451852,8
786,25,0.001630,11.269619,19
609,21,0.001276,9.228036,11
2231,26,0.004630,10.650431,16
1757,24,0.003779,9.851374,14
299,24,0.000648,11.503006,20
41,18,0.000102,9.959459,14
543,23,0.001428,10.689503,15
438,21,0.000893,10.062078,11
2864,28,0.005932,12.255917,16
221,20,0.000590,9.784974,12
2849,27,0.005920,11.071413,15
179,19,0.000397,8.827922,11
1075,26,0.002253,11.579865,16
177,18,0.000390,8.581169,12
752,24,0.001625,10.091700,16
182,18,0.000410,8.186495,8
1355,24,0.002914,10.085323,12
205,23,0.000479,11.060345,17
712,24,0.001505,10.585833,16
1421,27,0.002908,12.022786,19
2186,25,0.004504,9.916120,13
168,21,0.000376,10.681818,15
39,22,0.000146,12.014706,18
4038,28,0.008399,11.154132,14
90,20,0.000213,9.616883,16
2905,27,0.006058,10.862562,17
2301,27,0.004904,11.877161,15
698,25,0.001450,10.871050,19
2190,24,0.004664,9.485266,10
936,24,0.001983,11.838397,16
238,22,0.000513,9.926290,16
3038,27,0.006931,10.956962,15
1632,26,0.003297,10.818418,18
4306,25,0.010055,10.300277,11
739,26,0.001500,11.903624,20
382,20,0.000816,9.364353,14
2084,26,0.004435,10.702233,16
99,16,0.000235,7.528409,10
2764,27,0.005773,11.431719,17
428,19,0.000921,8.660714,11
715,25,0.001477,13.085198,21
68,15,0.000169,7.352459,11
34,17,0.000087,9.274194,13
121,15,0.000278,7.377990,7
993,25,0.002070,10.744873,17
163,17,0.000359,8.925532,11
2389,27,0.004955,11.712006,17
369,20,0.000797,8.338118,8
356,20,0.000775,8.593023,12
1461,27,0.003018,11.142620,21
854,26,0.001796,11.481377,18
730,22,0.001533,9.600164,12
257,22,0.000580,11.321759,14
414,22,0.000879,9.852482,12
181,19,0.000391,9.896440,17
336,20,0.000782,9.108997,8
707,21,0.001508,8.577593,9
1467,24,0.003074,11.038823,14
1319,25,0.002808,10.782807,13
