809224,22,1.594095,0.000000,12
1659716,23,3.223457,0.000000,15
56332,17,0.108097,0.000000,13
3832745,25,7.647015,0.000000,17
20305,16,0.039026,0.000000,10
572929,22,1.096837,0.000000,12
840836,22,1.634437,0.000000,14
336804,21,0.630306,0.000000,11
48030,17,0.092518,0.000000,7
523656,21,0.997827,0.000000,13
1183127,23,2.245408,0.000000,15
1229083,23,2.301685,0.000000,11
144153,19,0.272435,0.000000,13
726908,22,1.386084,0.000000,14
119854,19,0.222713,0.000000,13
746437,22,1.420741,0.000000,10
201422,20,0.380765,0.000000,10
463439,21,0.874877,0.000000,19
880730,22,1.719754,0.000000,18
529433,22,1.053596,0.000000,16
25389,16,0.051085,0.000000,14
18803,16,0.036853,0.000000,10
3233556,25,6.356876,0.000000,15
559966,22,1.052474,0.000000,14
1161412,23,2.193024,0.000000,13
3012022,25,5.714929,0.000000,15
533665,21,1.026831,0.000000,15
6472,13,0.012415,0.000000,7
1258485,23,2.376215,0.000000,13
1506581,24,2.842707,0.000000,16
2082556,24,4.138581,0.000000,14
28816,16,0.058387,0.000000,12
57963,18,0.112144,0.000000,16
1339032,23,2.548491,0.000000,13
5227219,26,9.901685,0.000000,14
10582097,27,20.263315,0.000000,17
618550,22,1.171912,0.000000,14
5647709,26,10.830470,0.000000,14
707091,22,1.339408,0.000000,12
3906491,25,7.410705,0.000000,13
13166,14,0.024970,0.000000,8
4826279,25,9.281993,0.000000,19
445186,21,0.839849,0.000000,11
5301125,26,10.043754,0.000000,16
1521264,24,2.846125,0.000000,14
2550556,24,4.840870,0.000000,20
60744,18,0.115320,0.000000,14
1071876,23,2.058237,0.000000,15
542261,21,1.034017,0.000000,11
13426501,28,26.431404,0.000000,16
323493,20,0.692335,0.000000,12
9617303,27,19.138386,0.000000,15
160297,19,0.304332,0.000000,11
5150682,26,9.740252,0.000000,16
86884,18,0.167055,0.000000,12
2296791,24,4.357872,0.000000,16
60654,18,0.113715,0.000000,8
1715624,24,3.232862,0.000000,12
1336827,23,2.546815,0.000000,17
2536222,24,4.865215,0.000000,16
15171649,27,28.944101,0.000000,19
3587527,25,6.850989,0.000000,13
344582,21,0.645280,0.000000,15
599226,22,1.129779,0.000000,18
15073854,28,28.493902,0.000000,14
277227,20,0.531385,0.000000,16
10843669,27,20.662855,0.000000,17
10295974,27,19.793371,0.000000,15
4095213,25,7.861362,0.000000,19
1665813,24,3.162955,0.000000,10
1583030,24,3.120269,0.000000,16
792904,22,1.530153,0.000000,16
12496979,27,23.910456,0.000000,15
5225955,26,9.856790,0.000000,18
4088312,25,7.827736,0.000000,11
4873453,26,9.147614,0.000000,20
214527,20,0.405548,0.000000,14
5735592,26,10.946970,0.000000,16
28881,16,0.055834,0.000000,10
10128430,27,19.101740,0.000000,17
110829,19,0.210804,0.000000,11
3745531,25,7.114299,0.000000,21
12608,15,0.023524,0.000000,11
42323,17,0.080366,0.000000,13
15054,15,0.028122,0.000000,7
3814064,25,7.275329,0.000000,17
51080,17,0.100351,0.000000,11
10083429,27,19.618166,0.000000,17
216000,20,0.419162,0.000000,8
269408,20,0.507520,0.000000,12
9608157,27,19.058748,0.000000,21
4963354,26,9.975528,0.000000,18
761900,22,1.406689,0.000000,12
779904,22,1.510593,0.000000,14
713444,22,1.338179,0.000000,12
156601,19,0.291660,0.000000,17
197513,20,0.367504,0.000000,8
365116,21,0.688989,0.000000,9
1905883,24,3.564819,0.000000,14
3411288,25,6.530454,0.000000,13
